,company_name,Rating,Reviews,Company_type,Headquarter,Old,No. of Employees,industry
5627,Mehta Cad Cam Sy...,3.9,(92 Reviews),Private,"Ahmedabad,Gujarat + 11 more",33 years old,51-200 Employees (India),Industrial Equipment / Machinery
5628,Maneesh Pharmace...,3.8,(92 Reviews),Private,"Mumbai,Maharashtra + 9 more",47 years old,201-500 Employees (India),Biotech & Life sciences
5629,Hinduja Foundrie...,3.9,(92 Reviews),Chennai + 5 more,63 years old,1 Lakh+ Employees (India),,Industrial Equipment / Machinery
5630,Airbnb,4.5,(92 Reviews),Private,"San Francisco,California + 2 more",14 years old,1k-5k Employees (India),Internet
5631,IndianOil Skytan...,3.3,(92 Reviews),Private,Mumbai + 8 more,16 years old,201-500 Employees (India),Oil / Gas / Petro Chemicals
5632,Shri Mahant Indi...,3.9,(92 Reviews),Private,Dehradun + 3 more,20 years old,501-1k Employees (India),Healthcare / Pharma
5633,TVS - SUNDARAM B...,3.6,(92 Reviews),Public,Chennai + 11 more,46 years old,1k-5k Employees (India),Automobile
5634,Tudip Technologi...,2.7,(92 Reviews),Private,"Pune,Maharashtra",12 years old,201-500 Employees (India),IT Services & Consulting
5635,Indo Gulf Fertil...,4.4,(92 Reviews),Public,Port Harcourt + 14 more,19 years old,51-200 Employees (India),Manufacturing
5636,Rich Graviss Pro...,4.3,(92 Reviews),Private,"Mumbai,Maharashtra + 16 more",28 years old,201-500 Employees (India),FMCG
5637,India Transact S...,4.1,(92 Reviews),Mumbai + 25 more,15 years old,501-1k Employees (India),,Financial Services
5638,Wingreens Farms,4.1,(92 Reviews),Private,"Delhi,NCT + 13 more",11 years old,51-200 Employees (India),Food Processing
5639,SMC Power Genera...,4.2,(92 Reviews),Public,New Delhi + 6 more,22 years old,501-1k Employees (India),Iron & Steel
5640,SBL,3.5,(92 Reviews),Private,"Bengaluru/Bangalore,Karnataka + 11 more",17 years old,1k-5k Employees (India),IT Services & Consulting
5641,Rolex Rings,4.1,(92 Reviews),Rajkot + 2 more,19 years old,1k-5k Employees (India),,Automobile
5642,Purplle.com,3.8,(92 Reviews),Private,"Mumbai,Maharashtra + 9 more",11 years old,201-500 Employees (India),Internet
5643,GLA University,3.7,(92 Reviews),Private,"Mathura,Uttar Pradesh + 4 more",12 years old,501-1k Employees (India),Education / Training
5644,Saurer,3.4,(92 Reviews),Wattwil + 9 more,169 years old,201-500 Employees (India),,Financial Services
5645,ACS Group,4,(92 Reviews),Private,Duluth + 6 more,24 years old,1k-5k Employees (India),Manufacturing
5646,Illusion Dental ...,4.3,(92 Reviews),Private,"Mumbai,Maharashtra + 21 more",18 years old,11-50 Employees (India),Medical Devices & Equipment
5647,Village Financia...,3.9,(92 Reviews),Private,Kolkata + 26 more,40 years old,1k-5k Employees (India),Financial Services
5648,Kinetic Taigene ...,3.3,(92 Reviews),Private,Pune + 1 more,21 years old,51-200 Employees (India),Industrial Equipment / Machinery
5649,Any Brand,3.9,(92 Reviews),New Delhi + 28 more,1-10 Employees (India),,,Textile & Apparel
5650,POWERGRID,4.5,(92 Reviews),Public,Gurgaon + 37 more,33 years old,5k-10k Employees (India),Power
5651,The Cosmos Co-op...,4.3,(92 Reviews),Private,"Pune,Maharashtra + 20 more",116 years old,1k-5k Employees (India),Banking
5652,Tatva Chintan Ph...,3.6,(92 Reviews),Private,Vadodara + 4 more,26 years old,51-200 Employees (India),Pharmaceutical & Life Sciences
5653,Choice Solutions...,3.4,(92 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 9 more",37 years old,501-1k Employees (India),Analytics / KPO / Research
5654,Hotel Sahara Sta...,4.3,(92 Reviews),Private,Mumbai + 2 more,20 years old,201-500 Employees (India),Travel & Tourism / Hospitality
5655,Beumer Group,4.1,(92 Reviews),Private,"Beckum,Deutschland + 11 more",87 years old,201-500 Employees (India),Industrial Equipment / Machinery
5656,Quadgen Wireless...,3.6,(92 Reviews),Private,"King Of Prussia,Pennsylvania + 14 more",15 years old,51-200 Employees (India),Telecom / ISP
5657,Learning Links F...,4.4,(92 Reviews),Public,"Delhi/NCR,Delhi + 23 more",20 years old,501-1k Employees (India),e-Learning / EdTech
5658,Sushee Infra & M...,4.1,(92 Reviews),Private,Hyderabad + 12 more,36 years old,1k-5k Employees (India),Metals & Mining
5659,Eagle Infra,4,(92 Reviews),Ulhasnagar + 16 more,41 years old,1k-5k Employees (India),,Engineering & Construction
5660,Mvs Acmei Techno...,4.2,(92 Reviews),Private,Hyderabad + 12 more,13 years old,201-500 Employees (India),Education / Training
5661,Smiiel - A Unit ...,3.9,(92 Reviews),Noida + 3 more,27 years old,51-200 Employees (India),,Electronic Components / Semiconductors
5662,Citrix R&d India...,4,(92 Reviews),Fort Lauderdale + 1 more,33 years old,5k-10k Employees (Global),,
5663,Avaada Energy,4.6,(92 Reviews),Private,"Mumbai,Maharashtra + 8 more",13 years old,501-1k Employees (India),Internet
5664,Konexions Back O...,3.1,(92 Reviews),Private,New Delhi + 6 more,15 years old,11-50 Employees (India),BPO / Call Centre
5665,Shaadi.com,3.6,(92 Reviews),Private,"Mumbai,Maharashtra + 20 more",26 years old,201-500 Employees (India),Internet
5666,Fawaz Alhokair G...,4.2,(92 Reviews),Private,Riyadh + 4 more,32 years old,11-50 Employees (India),Retail
5667,Nv Group,3.8,(92 Reviews),Private,New Delhi + 9 more,28 years old,501-1k Employees (India),Beverage
5668,Joyson Safety Sy...,3.9,(92 Reviews),Auburn Hills + 6 more,25 years old,1k-5k Employees (India),,Auto Components
5669,Putzmeister Conc...,4.2,(92 Reviews),Private,Aichtal + 17 more,15 years old,201-500 Employees (India),Industrial Equipment / Machinery
5670,Yokohama Off-Hig...,4,(92 Reviews),"Mumbai,Maharashtra + 6 more",15 years old,1k-5k Employees (India),,Auto Components
5671,BrightCHAMPS,4,(92 Reviews),"Bangalore,Karnataka + 13 more",2 years old,501-1k Employees (India),,e-Learning / EdTech
5672,VISTRA INTERNATI...,3.8,(92 Reviews),"Boston,Massachusetts + 3 more",30 years old,501-1k Employees (India),,Management Consulting
5673,Lakshmi Life Sci...,3.3,(92 Reviews),Public,Coimbatore + 2 more,18 years old,201-500 Employees (India),Defence & Aerospace
5674,Classplus,3.2,(92 Reviews),Private,"Noida,Uttar Pradesh + 11 more",7 years old,201-500 Employees (India),Internet
5675,ETV Bharat,4,(92 Reviews),Hyderabad/Secunderabad + 2 more,1k-5k Employees (India),,,TV / Radio
5676,Zepto,4,(92 Reviews),"Mumbai,Maharashtra + 12 more",1 years old,501-1k Employees (India),,Internet
5677,Bharatiya Vidya ...,4.2,(92 Reviews),Mumbai + 24 more,84 years old,10k-50k Employees (India),,Education / Training
5678,Verse Innovation,3.9,(159 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",15 years old,501-1k Employees (India),Internet
5679,GEETANJALI HOMES...,4.5,(105 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",9 years old,201-500 Employees (India),Real Estate
5680,Mazars,3.2,(103 Reviews),LLP,Paris + 7 more,15 years old,501-1k Employees (India),Accounting / Auditing
5681,Weir Minerals,4.1,(91 Reviews),Private,"Fort Worth,Texas + 8 more",151 years old,501-1k Employees (India),Manufacturing
5682,GMP Technical So...,4,(91 Reviews),Private,"Mumbai,Maharashtra + 14 more",17 years old,1k-5k Employees (India),Biotech & Life sciences
5683,Dover India,4.1,(91 Reviews),Private,"Downers Grove,Illinois + 3 more",19 years old,501-1k Employees (India),Industrial Equipment / Machinery
5684,International Fl...,3.9,(91 Reviews),Private,New York + 9 more,189 years old,1k-5k Employees (India),Chemicals / Agri Inputs
5685,Ganesh Grains,2.9,(91 Reviews),Public,"Kolkata,West Bengal + 14 more",86 years old,51-200 Employees (India),FMCG
5686,TEOCO Software,4,(91 Reviews),Private,"Fairfax,Virginia + 4 more",28 years old,201-500 Employees (India),Software Product
5687,Shalina Laborato...,3.1,(91 Reviews),Private,"Dubai,Dubai + 4 more",37 years old,51-200 Employees (India),Pharmaceutical & Life Sciences
5688,HWASHIN Automoti...,4,(91 Reviews),Private,Chennai + 2 more,20 years old,201-500 Employees (India),Automobile
5689,SevenMentor,4.8,(91 Reviews),Private,"Pune,Maharashtra",13 years old,51-200 Employees (India),Financial Services
5690,Avanti Learning ...,3.7,(91 Reviews),Mumbai + 15 more,10 years old,201-500 Employees (India),,Internet
5691,Avvashya Cci Log...,4,(91 Reviews),Mumbai + 18 more,7 years old,1k-5k Employees (India),,Courier / Logistics
5692,Preet Tractors,3.4,(91 Reviews),Private,Patiala + 20 more,20 years old,51-200 Employees (India),Automobile
5693,Multi Organics,3.9,(91 Reviews),Private,"Mumbai,Maharashtra + 3 more",46 years old,51-200 Employees (India),Chemicals
5694,Modern Foods,4,(91 Reviews),Public,"Gurgaon/Gurugram,Haryana + 17 more",57 years old,51-200 Employees (India),Food Processing
5695,Medsave Healthca...,3.1,(91 Reviews),Private,New Delhi + 11 more,20 years old,51-200 Employees (India),Insurance
5696,INTERPLEX,4.2,(91 Reviews),Private,Singapore + 6 more,52 years old,501-1k Employees (India),
5697,Sony Pictures Ne...,3.9,(91 Reviews),Mumbai + 11 more,27 years old,1k-5k Employees (India),,Film / Music / Entertainment
5698,Amara Raja Infra,4,(91 Reviews),Private,Hyderabad + 9 more,38 years old,201-500 Employees (India),Manufacturing
5699,EGIS,4.2,(91 Reviews),Private,Gurgaon + 29 more,52 years old,10k-50k Employees (Global),Power
5700,International Fl...,3.9,(91 Reviews),Private,New York + 9 more,189 years old,1k-5k Employees (India),Chemicals / Agri Inputs
5701,CohnReznick,3.8,(91 Reviews),Private,"New York,New York + 1 more",103 years old,201-500 Employees (India),Financial Services
5702,HWASHIN Automoti...,4,(91 Reviews),Private,Chennai + 2 more,20 years old,201-500 Employees (India),Automobile
5703,Sri Ranganathar ...,3.4,(91 Reviews),Coimbatore + 2 more,40 years old,501-1k Employees (India),,Industrial Equipment / Machinery
5704,Kesoram Industri...,3.3,(91 Reviews),Public,"Kolkata,West Bengal + 16 more",103 years old,501-1k Employees (India),Automobile
5705,Weir Minerals,4.1,(91 Reviews),Private,"Fort Worth,Texas + 8 more",151 years old,501-1k Employees (India),Manufacturing
5706,GMP Technical So...,4,(91 Reviews),Private,"Mumbai,Maharashtra + 14 more",17 years old,1k-5k Employees (India),Biotech & Life sciences
5707,Dover India,4.1,(91 Reviews),Private,"Downers Grove,Illinois + 3 more",19 years old,501-1k Employees (India),Industrial Equipment / Machinery
5708,Sofcon,4,(91 Reviews),Private,Noida + 15 more,20 years old,201-500 Employees (Global),Education / Training
5709,Avvashya Cci Log...,4,(91 Reviews),Mumbai + 18 more,7 years old,1k-5k Employees (India),,Courier / Logistics
5710,Sony Pictures Ne...,3.9,(91 Reviews),Mumbai + 11 more,27 years old,1k-5k Employees (India),,Film / Music / Entertainment
5711,Ibg Fincon Solut...,4.4,(91 Reviews),Private,Pune + 4 more,10 years old,51-200 Employees (India),Banking / Insurance / Accounting
5712,Multi Organics,3.9,(91 Reviews),Private,"Mumbai,Maharashtra + 3 more",46 years old,51-200 Employees (India),Chemicals
5713,Preet Tractors,3.4,(91 Reviews),Private,Patiala + 20 more,20 years old,51-200 Employees (India),Automobile
5714,A. Menarini Indi...,3.8,(91 Reviews),Private,Florence + 14 more,136 years old,501-1k Employees (India),Pharmaceutical & Life Sciences
5715,TEOCO Software,4,(91 Reviews),Private,"Fairfax,Virginia + 4 more",28 years old,201-500 Employees (India),Software Product
5716,INTERPLEX,4.2,(91 Reviews),Private,Singapore + 6 more,52 years old,501-1k Employees (India),
5717,Medsave Healthca...,3.1,(91 Reviews),Private,New Delhi + 11 more,20 years old,51-200 Employees (India),Insurance
5718,Sresta Natural B...,4,(91 Reviews),Hyderabad + 18 more,18 years old,201-500 Employees (India),,FMCG
5719,SP Apparels,4.4,(91 Reviews),Public,"Coimbatore,Tamil Nadu + 13 more",16 years old,1k-5k Employees (India),Retail
5720,Fermenta Biotech,4.2,(91 Reviews),Public,"Thane,Maharashtra + 5 more",71 years old,501-1k Employees (India),Financial Services
5721,Meru cabs,3.8,(91 Reviews),Private,"Mumbai,Maharashtra + 9 more",15 years old,1k-5k Employees (India),Internet
5722,Ganesh Grains,2.9,(91 Reviews),Public,"Kolkata,West Bengal + 14 more",86 years old,51-200 Employees (India),FMCG
5723,Shalina Laborato...,3.1,(91 Reviews),Private,"Dubai,Dubai + 4 more",37 years old,51-200 Employees (India),Pharmaceutical & Life Sciences
5724,Divgi Torqtransf...,3.7,(91 Reviews),Private,Pune + 1 more,27 years old,51-200 Employees (India),Auto Components
5725,Orange Retail Fi...,4,(91 Reviews),Private,Chennai + 33 more,22 years old,1k-5k Employees (India),Telecom / ISP
5726,Raheja Universal,4,(91 Reviews),Private,"Mumbai,Maharashtra + 4 more",42 years old,501-1k Employees (India),Real Estate
5727,Ceat Specialty T...,4,(91 Reviews),Private,Mumbai + 13 more,98 years old,51-200 Employees (India),Auto Components
5728,Shahnaz Husain G...,3.2,(91 Reviews),Proprietorship,New Delhi + 11 more,52 years old,501-1k Employees (India),Beauty & Personal Care
5729,Bridgei2i Analyt...,3.9,(91 Reviews),Private,"Bangalore,Karnataka + 2 more",11 years old,1k-5k Employees (India),Food Processing
5730,Orange Retail Fi...,4,(91 Reviews),Private,Chennai + 33 more,22 years old,1k-5k Employees (India),Telecom / ISP
5731,Chetana Publicat...,3.1,(91 Reviews),Private,"Mumbai,Maharashtra + 12 more",47 years old,201-500 Employees (India),Printing & Publishing
5732,Raheja Universal,4,(91 Reviews),Private,"Mumbai,Maharashtra + 4 more",42 years old,501-1k Employees (India),Real Estate
5733,Prism Cement - P...,3.7,(91 Reviews),Satna + 30 more,1k-5k Employees (India),,,Building Material
5734,Vitesco Technolo...,4.3,(91 Reviews),Private,"Hannover,Lower Saxony + 2 more",17 years old,51-200 Employees (India),Automobile
5735,Ceat Specialty T...,4,(91 Reviews),Private,Mumbai + 13 more,98 years old,51-200 Employees (India),Auto Components
5736,Decimal Point An...,3.7,(91 Reviews),Private,Mumbai + 5 more,10 years old,501-1k Employees (India),Financial Services
5737,Orange City Wate...,4,(90 Reviews),Private,Nagpur + 1 more,11 years old,201-500 Employees (India),Water Treatment / Waste Management
5738,CPC Diagnostics,4.3,(90 Reviews),Private,"Chennai,Tamil Nadu + 14 more",35 years old,201-500 Employees (India),Internet
5739,IIT Delhi,3.9,(90 Reviews),New Delhi + 3 more,61 years old,1k-5k Employees (Global),,Education / Training
5740,The Heritage Sch...,4,(90 Reviews),Private,New Delhi + 12 more,13 years old,201-500 Employees (India),Education / Training
5741,Ivy Mobility Sol...,4,(90 Reviews),Private,Marina Blvd + 7 more,20 years old,501-1k Employees (India),Software Product
5742,Nucon Aerospace,3.8,(90 Reviews),Private,Hyderabad + 1 more,50 years old,201-500 Employees (India),Defence & Aerospace
5743,i-Source Infosys...,3.6,(90 Reviews),Private,"Pune,Maharashtra + 12 more",19 years old,201-500 Employees (India),Financial Services
5744,Innovassynth T...,4.1,(90 Reviews),Private,"Mumbai,Maharashtra + 3 more",20 years old,501-1k Employees (India),Chemicals
5745,Shankar Electric...,4.1,(90 Reviews),Bengaluru + 5 more,3 years old,201-500 Employees (India),,Electronic Components / Semiconductors
5746,Rtech Group,3.1,(90 Reviews),Private,"Gurgaon/Gurugram,Haryana + 8 more",15 years old,201-500 Employees (India),Real Estate
5747,MRC Logistics,4.1,(90 Reviews),Pune + 24 more,51 years old,1k-5k Employees (India),,Courier / Logistics
5748,EENADU,3.7,(90 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 16 more",8 years old,50k-1 Lakh Employees (India),Media & Entertainment / Publishing
5749,Abu Dhabi Commer...,4,(90 Reviews),Abu Dhabi + 4 more,37 years old,201-500 Employees (India),,Financial Services
5750,Hegde & Hegde Ph...,4.4,(90 Reviews),Mumbai + 22 more,33 years old,11-50 Employees (India),,Pharmaceutical & Life Sciences
5751,Viveks,4.2,(90 Reviews),Private,"Chennai,Tamil Nadu + 5 more",57 years old,501-1k Employees (India),Internet
5752,Quest Global Tec...,4.1,(90 Reviews),Private,Indore + 8 more,9 years old,51-200 Employees (India),IT Services & Consulting
5753,Pin Click,3.2,(90 Reviews),"Bangalore,Karnataka + 4 more",8 years old,51-200 Employees (India),,Internet
5754,Gulf Petrochemic...,4.1,(90 Reviews),Muscat + 1 more,39 years old,5k-10k Employees (Global),,Oil / Gas / Petro Chemicals
5755,Isolux Corsan,3.9,(90 Reviews),Private,Madrid + 17 more,94 years old,501-1k Employees (India),Power
5756,Ascend Telecom I...,4.4,(90 Reviews),Private,Bengaluru + 19 more,20 years old,201-500 Employees (India),Telecom / ISP
5757,Viraj Projects,3.6,(90 Reviews),Private,Pune + 7 more,21 years old,51-200 Employees (India),Architecture / Interior Design
5758,WPIL,3.9,(90 Reviews),Public,"Kolkata,West Bengal + 12 more",70 years old,201-500 Employees (India),Building Material
5759,Micron Technolog...,3.9,(90 Reviews),Private,"Boise,Idaho + 2 more",44 years old,1k-5k Employees (India),Internet
5760,Gem Engserv,4,(90 Reviews),Private,Navi Mumbai + 12 more,13 years old,51-200 Employees (India),Engineering & Construction
5761,Paras Buildtech,4,(90 Reviews),Private,Gurgaon + 2 more,20 years old,51-200 Employees (India),Real Estate
5762,Tata Memorial Ce...,4.2,(90 Reviews),Mumbai + 7 more,81 years old,1k-5k Employees (India),,Medical Services / Hospital
5763,Fortis Escorts H...,4.1,(90 Reviews),New Delhi + 7 more,34 years old,10k-50k Employees (India),,Education / Training
5764,Indian Institute...,4.3,(90 Reviews),Private,Pune + 12 more,16 years old,51-200 Employees (India),Analytics / KPO / Research
5765,Hartex Rubber,3.6,(90 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 6 more",61 years old,201-500 Employees (India),Manufacturing
5766,SMS Group,4.2,(90 Reviews),Private,Düsseldorf + 8 more,151 years old,1k-5k Employees (India),Industrial Equipment / Machinery
5767,Sara Suole,3.8,(90 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 12 more",21 years old,501-1k Employees (India),Retail
5768,VASANTHA TOOL CR...,4.4,(90 Reviews),Private,Hyderabad,33 years old,201-500 Employees (India),Design
5769,CTX Life Science,3.9,(90 Reviews),Surat + 3 more,18 years old,201-500 Employees (India),,Pharmaceutical & Life Sciences
5770,Kutch Chemical I...,4,(90 Reviews),Public,Ahmedabad + 1 more,18 years old,1k-5k Employees (India),Chemicals / Agri Inputs
5771,Annora Pharma,4,(90 Reviews),Private,Sangareddy + 2 more,6 years old,201-500 Employees (India),Pharmaceutical & Life Sciences
5772,Vkl Seasoning,4.2,(90 Reviews),Private,Mumbai + 9 more,87 years old,201-500 Employees (India),Consumer goods
5773,Tricon Infra Bui...,3.1,(90 Reviews),Private,Pune + 4 more,16 years old,201-500 Employees (India),Engineering & Construction
5774,La Renon Healthc...,4.2,(90 Reviews),Private,"Ahmedabad,Gujarat + 12 more",15 years old,501-1k Employees (India),Pharmaceutical & Life Sciences
5775,Amrita Vishwa Vi...,3.6,(90 Reviews),Private,"Coimbatore,Tamil Nadu + 5 more",28 years old,1k-5k Employees (India),Education / Training
5776,Coastal Marine C...,4.2,(90 Reviews),Private,"Mira Bhayander,Maharashtra + 13 more",27 years old,501-1k Employees (India),Marine
5777,Informatica Busi...,4.3,(90 Reviews),Private,Redwood City + 2 more,29 years old,1k-5k Employees (India),Software Product
5778,Steer Engineerin...,3.7,(90 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",29 years old,51-200 Employees (India),,Engineering & Construction
5779,Irclass Systems ...,3.9,(90 Reviews),Private,Mumbai + 14 more,47 years old,501-1k Employees (India),Miscellaneous
5780,SequelOne,4.1,(90 Reviews),Private,"Gurgaon/Gurugram,Haryana + 14 more",8 years old,201-500 Employees (India),IT Services & Consulting
5781,Enrich Hair And ...,4.2,(90 Reviews),Private,"Mumbai,Maharashtra + 8 more",18 years old,501-1k Employees (India),Beauty & Personal Care
5782,Enhance Business...,3.3,(90 Reviews),Private,Gurgaon + 2 more,8 years old,51-200 Employees (India),IT Services & Consulting
5783,Labdhi Lifestyle,4.5,(90 Reviews),Public,"Mumbai,Maharashtra + 1 more",8 years old,51-200 Employees (India),Real Estate
5784,Plaza Premium Lo...,4.1,(90 Reviews),Public,Hong Kong + 6 more,24 years old,201-500 Employees (India),Hotels & Restaurants
5785,Patil Automation,3.4,(90 Reviews),Private,Pune + 1 more,12 years old,51-200 Employees (India),Industrial Equipment / Machinery
5786,HP Globalsoft,4.5,(90 Reviews),Bengaluru/Bangalore + 1 more,,,,
5787,Ebixcash World M...,3.8,(90 Reviews),Private,"Mumbai,Maharashtra + 20 more",37 years old,201-500 Employees (India),Internet
5788,Shaw Toyota,4.7,(90 Reviews),"Pune,Maharashtra",5 years old,11-50 Employees (India),,Automobile
5789,Syniverse Techno...,4.2,(90 Reviews),Private,"Tampa,Florida + 3 more",35 years old,201-500 Employees (India),IT Services & Consulting
5790,DiTech Process S...,2.7,(89 Reviews),Private,"Mumbai,Maharashtra + 7 more",14 years old,51-200 Employees (India),Consulting
5791,Ludhiana Beverag...,4,(89 Reviews),Private,Ludhiana + 4 more,28 years old,51-200 Employees (India),Financial Services
5792,DNV GL,4.3,(89 Reviews),"Høvik,Oslo + 10 more",158 years old,1k-5k Employees (India),,Automobile
5793,Jindal India The...,3.4,(89 Reviews),Private,New Delhi + 7 more,16 years old,201-500 Employees (India),Power
5794,Valdel Engineers...,3.3,(89 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 6 more",32 years old,501-1k Employees (India),Architecture / Interior Design
5795,Taco Bell,4.1,(89 Reviews),Irvine + 13 more,60 years old,11-50 Employees (India),,Food Processing
5796,Embio Limited ma...,3.7,(89 Reviews),Mumbai + 4 more,36 years old,51-200 Employees (India),,Manufacturing
5797,Vcare (India),3.5,(89 Reviews),Private,Chennai + 16 more,18 years old,501-1k Employees (Global),Financial Services
5798,Alpha Corp,3.7,(89 Reviews),Gurgaon + 6 more,19 years old,51-200 Employees (India),,Real Estate
5799,MyCar,3.7,(89 Reviews),Private,Pune + 15 more,17 years old,11-50 Employees (India),Automobile
5800,Rishabh Instrume...,3.7,(89 Reviews),Private,"Nasik/Nashik,Maharashtra + 10 more",37 years old,201-500 Employees (India),Manufacturing
5801,Stemmons Busines...,3.7,(89 Reviews),Private,"Vadodara/Baroda,Gujarat",11 years old,201-500 Employees (India),BPO / Call Centre
5802,MELCO,3.8,(89 Reviews),Private,Faridabad + 17 more,27 years old,11-50 Employees (India),Import & Export
5803,Primus Super Spe...,3.2,(89 Reviews),Private,New Delhi + 4 more,15 years old,201-500 Employees (India),Medical Services / Hospital
5804,Maaden Phosphate...,4.1,(89 Reviews),JV,Al Jalamid + 4 more,13 years old,11-50 Employees (India),Metals & Mining
5805,River Engineerin...,3.9,(89 Reviews),Private,"Greater Noida,Uttar Pradesh",15 years old,51-200 Employees (India),Advertising / PR / Events
5806,Shivalaya Constr...,3.9,(89 Reviews),Rohtak + 18 more,25 years old,51-200 Employees (India),,Engineering & Construction
5807,Fidelis Corporat...,3.9,(89 Reviews),Private,Bengaluru + 18 more,12 years old,1k-5k Employees (India),Recruitment / Staffing
5808,Sakura Autoparts,3.8,(89 Reviews),Private,Kancheepuram + 2 more,10 years old,51-200 Employees (India),Automobile
5809,AXIS Solutions,3.7,(89 Reviews),Private,"Ahmedabad,Gujarat + 10 more",23 years old,51-200 Employees (India),Manufacturing
5810,PerkinElmer,4.1,(89 Reviews),Private,"Waltham,Massachusetts + 11 more",18 years old,201-500 Employees (India),Internet
5811,SmartSchool Educ...,4,(89 Reviews),Private,Noida + 3 more,11 years old,11-50 Employees (India),Hardware & Networking
5812,Dhandhania Infot...,3.5,(89 Reviews),Private,Nagpur,15 years old,501-1k Employees (India),IT Services & Consulting
5813,Vortex Engineeri...,4,(89 Reviews),Private,Chennai + 17 more,21 years old,201-500 Employees (India),Manufacturing
5814,J Mitra And Co,3.7,(89 Reviews),Private,"Delhi/NCR,Delhi + 14 more",53 years old,201-500 Employees (India),Biotechnology
5815,Hansa Research G...,3.7,(89 Reviews),Private,"Kolkata,West Bengal + 16 more",39 years old,201-500 Employees (India),Internet
5816,Manappuram Home ...,3.8,(89 Reviews),Private,Mumbai + 25 more,12 years old,201-500 Employees (India),Financial Services
5817,Gar Corporation,4,(89 Reviews),Private,Hyderabad,40 years old,51-200 Employees (India),Real Estate
5818,Vamani Overseas,3.8,(89 Reviews),Private,"Faridabad,Haryana + 1 more",20 years old,5k-10k Employees (India),Furniture & Furnishing
5819,Berar Finance,4,(89 Reviews),Public,Nagpur + 27 more,32 years old,51-200 Employees (India),Financial Services
5820,Kef Infrastructu...,4.1,(89 Reviews),Private,Bangalore + 7 more,9 years old,11-50 Employees (India),Real Estate
5821,Bsr Infratech In...,4,(89 Reviews),Private,Bengaluru + 7 more,14 years old,1k-5k Employees (India),Engineering & Construction
5822,Wibmo,3.4,(89 Reviews),Private,"Bangalore,Karnataka + 1 more",23 years old,51-200 Employees (India),Internet
5823,Goel Ganga Devel...,4.2,(89 Reviews),Pune,40 years old,51-200 Employees (India),,Real Estate
5824,Oman Shapoorji L...,4.5,(89 Reviews),Muscat + 3 more,47 years old,51-200 Employees (India),,Engineering & Construction
5825,CNSI,4.2,(89 Reviews),"Rockville,Maryland",28 years old,501-1k Employees (India),,IT Services & Consulting
5826,B M Birla Heart ...,4.1,(89 Reviews),Private,Kolkata + 5 more,33 years old,1k-5k Employees (India),Medical Services / Hospital
5827,Privat Hospital,4.2,(89 Reviews),Gurgaon + 35 more,27 years old,201-500 Employees (Global),,Medical Services / Hospital
5828,The Wadhwa Group,3.2,(89 Reviews),Private,"Mumbai,Maharashtra + 4 more",53 years old,501-1k Employees (India),Real Estate
5829,Sovereign Health,2.8,(89 Reviews),Private,San Clemente + 2 more,13 years old,51-200 Employees (India),Fitness & Wellness
5830,Sakshi,4.1,(89 Reviews),Private,Hyderabad + 22 more,14 years old,10k-50k Employees (India),Printing & Publishing
5831,Lanarsy Infra,2.9,(89 Reviews),Private,Hyderabad + 8 more,19 years old,201-500 Employees (India),Architecture / Interior Design
5832,Sumtotal Systems,4.3,(89 Reviews),Private,"Gainesville,Florida",37 years old,501-1k Employees (India),Recruitment / Staffing
5833,Bausch & Lomb,4,(89 Reviews),Private,"Bridgewater,New Jersey + 18 more",169 years old,201-500 Employees (India),Healthcare / Pharma
5834,Sagitec Solution...,3.9,(89 Reviews),"Saint Paul,Minnesota + 1 more",18 years old,51-200 Employees (India),,IT Services & Consulting
5835,Ortel Communicat...,3.4,(89 Reviews),Public,"Bhubaneswar,Odisha + 16 more",27 years old,51-200 Employees (India),Telecom / ISP
5836,SIPL,3.7,(89 Reviews),Private,"Ghaziabad,Uttar Pradesh + 31 more",39 years old,501-1k Employees (Global),Consulting
5837,British Paints,3.7,(89 Reviews),Private,"Delhi/NCR,New Delhi + 39 more",103 years old,51-200 Employees (India),Chemicals / Agri Inputs
5838,Prasol Chemicals,3.4,(89 Reviews),Private,"Mumbai,Maharashtra + 3 more",30 years old,51-200 Employees (India),Financial Services
5839,Amnex Infotechno...,3.7,(89 Reviews),Ahmedabad + 9 more,14 years old,501-1k Employees (India),,IT Services & Consulting
5840,VRVS Electrical ...,4.1,(89 Reviews),Hyderabad + 4 more,23 years old,501-1k Employees (India),,Electronics Manufacturing
5841,S AND IB SERVICE...,4,(89 Reviews),Private,Kolkata + 11 more,34 years old,201-500 Employees (India),Facility Management Services
5842,Opgs Power Gujar...,4,(89 Reviews),Private,"Toronto,Ontario + 8 more",14 years old,201-500 Employees (India),Internet
5843,Pullman New Delh...,4.4,(89 Reviews),New Delhi,7 years old,201-500 Employees (India),,Hotels & Restaurants
