,company_name,Rating,Reviews,Company_type,Headquarter,Old,No. of Employees,industry
5844,Exclusífe Techno...,2.8,(89 Reviews),Private,"Noida,Uttar Pradesh + 10 more",9 years old,11-50 Employees (India),Internet
5845,Qualsquad Infote...,3.2,(89 Reviews),Private,Kolkata + 1 more,7 years old,51-200 Employees (India),IT Services & Consulting
5846,Terralogic Softw...,3.6,(89 Reviews),Private,San Jose + 5 more,14 years old,201-500 Employees (India),Design
5847,Board Infinity,3.7,(89 Reviews),Private,"Mumbai,Maharashtra + 5 more",5 years old,201-500 Employees (India),e-Learning / EdTech
5848,Connectwise Indi...,4.1,(89 Reviews),Pune + 3 more,1k-5k Employees (India),,,IT Services & Consulting
5849,BG Distributors,3.7,(89 Reviews),Private,"Kolkata,West Bengal + 12 more",18 years old,201-500 Employees (India),FMCG
5850,John Cockerill,3.7,(89 Reviews),Public,"Mumbai,Maharashtra + 2 more",36 years old,501-1k Employees (India),Architecture / Interior Design
5851,Country Holidays...,4.5,(89 Reviews),Private,"New Delhi,Delhi + 2 more",201-500 Employees (India),,Travel & Tourism
5852,Grant Thornton B...,3.8,(89 Reviews),LLP,"New Delhi,Delhi + 13 more",87 years old,1k-5k Employees (India),Management Consulting
5853,Stefanini,3.8,(89 Reviews),Private,"JaguariÃºna,Michigan + 5 more",20 years old,201-500 Employees (India),IT Services & Consulting
5854,House Of Diagnos...,4.1,(89 Reviews),Private,"Delhi/NCR,Delhi + 1 more",14 years old,501-1k Employees (India),Healthcare / Pharma
5855,RJ Corp,4,(2.1k Reviews),Private,"Gurgaon/Gurugram,Haryana + 22 more",42 years old,51-200 Employees (India),Retail
5856,Madura Fashion &...,4.2,(247 Reviews),Private,Mumbai + 24 more,34 years old,201-500 Employees (India),Retail
5857,Reserve Bank of ...,3.9,(180 Reviews),Private,Mumbai + 19 more,87 years old,10k-50k Employees (India),Financial Services
5858,Vishnu Solutions,3.3,(88 Reviews),Private,Kolkata,22 years old,201-500 Employees (India),BPO / Call Centre
5859,Lam Research,4.4,(88 Reviews),Private,"Fremont,California",42 years old,1k-5k Employees (India),Manufacturing
5860,NIS Management P...,3.8,(88 Reviews),Private,Kolkata + 11 more,37 years old,51-200 Employees (India),Law Enforcement / Security Services
5861,South Central Ra...,4.5,(88 Reviews),Private,Secunderabad + 13 more,56 years old,1k-5k Employees (Global),Railways
5862,Hawa Valves,3.5,(88 Reviews),Private,"Mumbai,Maharashtra + 5 more",21 years old,201-500 Employees (India),Manufacturing
5863,Gems Education,4.2,(88 Reviews),"Dubai,Dubai + 16 more",63 years old,51-200 Employees (India),,Education / Training
5864,Gulf Contracting,3.6,(88 Reviews),Private,Doha + 7 more,46 years old,51-200 Employees (India),Architecture / Interior Design
5865,Chanakya IAS Aca...,3.4,(88 Reviews),Private,New Delhi + 15 more,29 years old,11-50 Employees (India),Education / Training
5866,KidZania,3.5,(88 Reviews),Private,Mexico City + 1 more,25 years old,51-200 Employees (India),Travel & Tourism / Hospitality
5867,Tonglit Autogist...,3.8,(88 Reviews),Private,"Chennai,Tamil Nadu + 8 more",12 years old,51-200 Employees (India),Financial Services
5868,Unistal Systems,4.4,(88 Reviews),Private,"Delhi/NCR,Delhi + 2 more",28 years old,51-200 Employees (India),Hardware & Networking
5869,Tecnotree Conver...,3.6,(88 Reviews),Private,"Espoo,Uusimaa",44 years old,201-500 Employees (India),Internet
5870,Eurolife Healthc...,3.3,(88 Reviews),Private,"Mumbai,Maharashtra + 8 more",21 years old,51-200 Employees (India),Pharmaceutical & Life Sciences
5871,CPM,4.5,(88 Reviews),Private,London + 16 more,20 years old,501-1k Employees (India),Recruitment / Staffing
5872,A.K.AUTOMATICS,3.7,(88 Reviews),Private,Hariyana + 5 more,53 years old,5k-10k Employees (India),Manufacturing
5873,Raptim Research,4,(88 Reviews),Private,"Mumbai,Maharashtra + 2 more",17 years old,201-500 Employees (India),Clinical Research / Contract Research
5874,Rds Project,3.9,(88 Reviews),Private,New Delhi + 12 more,30 years old,201-500 Employees (India),Real Estate
5875,Ansal Housing & ...,3.4,(88 Reviews),Public,"Delhi/NCR,New Delhi + 11 more",39 years old,201-500 Employees (India),Real Estate
5876,Sage Metals,3.7,(88 Reviews),Private,New Delhi + 4 more,39 years old,201-500 Employees (India),Metals & Mining
5877,International Pa...,4.3,(88 Reviews),Public,Hyderabad + 3 more,58 years old,10k-50k Employees (India),Manufacturing
5878,Central Electron...,3.7,(88 Reviews),Private,Ghaziabad + 6 more,48 years old,1k-5k Employees (India),Government / Public Administration
5879,Qualsquad Infote...,3.2,(88 Reviews),Private,Kolkata + 1 more,7 years old,51-200 Employees (India),IT Services & Consulting
5880,DigiVersal Consu...,3.3,(88 Reviews),Private,Noida + 1 more,7 years old,201-500 Employees (India),Internet
5881,Hindustan Platin...,3.7,(88 Reviews),Private,Navi Mumbai + 1 more,61 years old,501-1k Employees (India),Manufacturing
5882,Gulf Contracting,3.6,(88 Reviews),Private,Doha + 7 more,46 years old,51-200 Employees (India),Architecture / Interior Design
5883,KidZania,3.5,(88 Reviews),Private,Mexico City + 1 more,25 years old,51-200 Employees (India),Travel & Tourism / Hospitality
5884,Ester Industries,3.9,(88 Reviews),Public,Gurgaon + 3 more,37 years old,501-1k Employees (India),Manufacturing
5885,THERMAL SYSTEMS,3.7,(88 Reviews),Private,"Hyderabad/Secunderabad,Telangana",37 years old,201-500 Employees (India),Industrial Equipment / Machinery
5886,Casino Air Cater...,4,(88 Reviews),Private,"Kochi/Cochin,Kerala + 11 more",17 years old,1k-5k Employees (Global),Facility Management Services
5887,CPM,4.5,(88 Reviews),Private,London + 16 more,20 years old,501-1k Employees (India),Recruitment / Staffing
5888,International Pa...,4.3,(88 Reviews),Public,Hyderabad + 3 more,58 years old,10k-50k Employees (India),Manufacturing
5889,Morarjee Textile...,3.8,(88 Reviews),Public,"Mumbai,Maharashtra + 3 more",151 years old,201-500 Employees (India),Manufacturing
5890,A.K.AUTOMATICS,3.7,(88 Reviews),Private,Hariyana + 5 more,53 years old,5k-10k Employees (India),Manufacturing
5891,NIS Management P...,3.8,(88 Reviews),Private,Kolkata + 11 more,37 years old,51-200 Employees (India),Law Enforcement / Security Services
5892,Chanakya IAS Aca...,3.4,(88 Reviews),Private,New Delhi + 15 more,29 years old,11-50 Employees (India),Education / Training
5893,Unistal Systems,4.4,(88 Reviews),Private,"Delhi/NCR,Delhi + 2 more",28 years old,51-200 Employees (India),Hardware & Networking
5894,Vishnu Solutions,3.3,(88 Reviews),Private,Kolkata,22 years old,201-500 Employees (India),BPO / Call Centre
5895,Central Electron...,3.7,(88 Reviews),Private,Ghaziabad + 6 more,48 years old,1k-5k Employees (India),Government / Public Administration
5896,Tecnotree Conver...,3.6,(88 Reviews),Private,"Espoo,Uusimaa",44 years old,201-500 Employees (India),Internet
5897,Cherry Hill Inte...,4.1,(88 Reviews),Private,New Delhi + 6 more,35 years old,201-500 Employees (India),Architecture / Interior Design
5898,Hawa Valves,3.5,(88 Reviews),Private,"Mumbai,Maharashtra + 5 more",21 years old,201-500 Employees (India),Manufacturing
5899,Vishnu Chemicals,3.3,(88 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 7 more",32 years old,201-500 Employees (India),Financial Services
5900,Gems Education,4.2,(88 Reviews),"Dubai,Dubai + 16 more",63 years old,51-200 Employees (India),,Education / Training
5901,Tonglit Autogist...,3.8,(88 Reviews),Private,"Chennai,Tamil Nadu + 8 more",12 years old,51-200 Employees (India),Financial Services
5902,MyCar,3.7,(88 Reviews),Private,Pune + 15 more,17 years old,11-50 Employees (India),Automobile
5903,S S Enterprises,4.4,(88 Reviews),Private,"Delhi/NCR,Delhi + 27 more",12 years old,51-200 Employees (Global),Industrial Equipment / Machinery
5904,The Zuri Hotels ...,4.1,(88 Reviews),Private,Bengaluru + 7 more,14 years old,501-1k Employees (India),Hotels & Restaurants
5905,Datasigns Techno...,4.5,(88 Reviews),Private,"Bangalore,Karnataka + 4 more",6 years old,51-200 Employees (India),FinTech / Payments
5906,Expertrons,3.1,(88 Reviews),"Mumbai,Maharashtra + 4 more",3 years old,201-500 Employees (India),,e-Learning / EdTech
5907,Grant Thornton B...,3.8,(88 Reviews),LLP,"New Delhi,Delhi + 13 more",87 years old,1k-5k Employees (India),Management Consulting
5908,Sundaram Home Fi...,4,(88 Reviews),Public,"Chennai,Tamil Nadu + 35 more",23 years old,1k-5k Employees (India),NBFC
5909,Expertrons,3.1,(88 Reviews),"Mumbai,Maharashtra + 4 more",3 years old,201-500 Employees (India),,e-Learning / EdTech
5910,Sundaram Home Fi...,4,(88 Reviews),Public,"Chennai,Tamil Nadu + 35 more",23 years old,1k-5k Employees (India),NBFC
5911,Jubilant Ingrevi...,4.1,(88 Reviews),"Noida,Uttar Pradesh + 8 more",2 years old,201-500 Employees (India),,
5912,S S Enterprises,4.4,(88 Reviews),Private,"Delhi/NCR,Delhi + 27 more",12 years old,51-200 Employees (Global),Industrial Equipment / Machinery
5913,NxtWave,4.8,(88 Reviews),"Hyderabad,Telangana + 3 more",2 years old,501-1k Employees (India),,e-Learning / EdTech
5914,Infineon Technol...,4.1,(88 Reviews),Private,"Neubiberg,Bavaria + 5 more",23 years old,501-1k Employees (India),Internet
5915,Jamboree Educati...,3.6,(88 Reviews),Private,Delhi + 15 more,29 years old,201-500 Employees (India),Internet
5916,Numeric Power Sy...,4,(87 Reviews),Public,Chennai + 28 more,38 years old,5k-10k Employees (India),Electronics Manufacturing
5917,Colruyt Group,4.4,(87 Reviews),Hale,15 years old,201-500 Employees (India),,Automobile
5918,Kumar Organic Pr...,3.7,(87 Reviews),Private,Bangalore + 4 more,31 years old,201-500 Employees (India),Healthcare / Pharma
5919,Goodricke Group,4.2,(87 Reviews),Public,"Kolkata,West Bengal + 19 more",45 years old,201-500 Employees (India),Food Processing
5920,Kalindee Rail Ni...,4.2,(87 Reviews),Public,"Delhi/NCR,Delhi + 12 more",38 years old,1k-5k Employees (India),Roads/Railways
5921,SPRAY ENGINEERIN...,4.4,(87 Reviews),LLP,"Mohali,Punjab + 3 more",30 years old,201-500 Employees (India),Chemicals / Agri Inputs
5922,SasMos HET Techn...,3.5,(87 Reviews),Public,Bengaluru + 1 more,15 years old,201-500 Employees (India),Manufacturing
5923,Protiviti,3.7,(87 Reviews),Private,Menlo Park + 10 more,20 years old,5k-10k Employees (India),Consulting
5924,The Grand New De...,3.8,(87 Reviews),Private,New Delhi + 4 more,26 years old,201-500 Employees (India),Travel & Tourism / Hospitality
5925,Gujarat Sidhee C...,4.3,(87 Reviews),Public,Junagadh + 10 more,49 years old,501-1k Employees (India),Building Material
5926,Danblock Brakes,4,(87 Reviews),Private,Hestehaven + 4 more,286 years old,51-200 Employees (India),Automobile
5927,Futurz Staffing ...,3.7,(87 Reviews),Mumbai + 22 more,17 years old,51-200 Employees (India),,Recruitment / Staffing
5928,UTI Technology S...,3.5,(87 Reviews),Public,"Mumbai,Maharashtra + 11 more",29 years old,1k-5k Employees (India),Federal Agencies
5929,Layam Management...,3.6,(87 Reviews),Private,Chennai + 18 more,15 years old,11-50 Employees (Global),Recruitment / Staffing
5930,MPPTCL,4.2,(87 Reviews),Private,Jabalpur + 19 more,21 years old,1k-5k Employees (India),Power
5931,Savita Oil Techn...,4.3,(87 Reviews),Public,"Mumbai,Maharashtra + 14 more",61 years old,1k-5k Employees (India),Oil / Gas / Petro Chemicals
5932,Setco Automotive,4,(87 Reviews),Public,"Mumbai,Maharashtra + 10 more",40 years old,501-1k Employees (India),Automobile
5933,Albert David,3.8,(87 Reviews),Public,Kolkata + 14 more,84 years old,1k-5k Employees (India),Chemicals / Agri Inputs
5934,Durian Industrie...,4,(87 Reviews),Private,"Mumbai,Maharashtra + 17 more",37 years old,501-1k Employees (India),Consumer goods
5935,PRERANA MOTORS,4,(87 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",31 years old,501-1k Employees (India),Automobile
5936,Modi Naturals,3.7,(87 Reviews),Public,New Delhi + 14 more,48 years old,501-1k Employees (India),Financial Services
5937,Softtech Enginee...,3.6,(87 Reviews),Public,"Pune,Maharashtra + 20 more",26 years old,51-200 Employees (India),Architecture / Interior Design
5938,Avantha Technolo...,3.5,(87 Reviews),Public,Gurgaon + 5 more,18 years old,201-500 Employees (India),Financial Services
5939,Modi Naturals,3.7,(87 Reviews),Public,New Delhi + 14 more,48 years old,501-1k Employees (India),Financial Services
5940,Albert David,3.8,(87 Reviews),Public,Kolkata + 14 more,84 years old,1k-5k Employees (India),Chemicals / Agri Inputs
5941,The Grand New De...,3.8,(87 Reviews),Private,New Delhi + 4 more,26 years old,201-500 Employees (India),Travel & Tourism / Hospitality
5942,Layam Management...,3.6,(87 Reviews),Private,Chennai + 18 more,15 years old,11-50 Employees (Global),Recruitment / Staffing
5943,UTI Technology S...,3.5,(87 Reviews),Public,"Mumbai,Maharashtra + 11 more",29 years old,1k-5k Employees (India),Federal Agencies
5944,MPPTCL,4.2,(87 Reviews),Private,Jabalpur + 19 more,21 years old,1k-5k Employees (India),Power
5945,SasMos HET Techn...,3.5,(87 Reviews),Public,Bengaluru + 1 more,15 years old,201-500 Employees (India),Manufacturing
5946,Kusalava Interna...,4.2,(87 Reviews),Private,Vijayawada + 8 more,58 years old,1k-5k Employees (India),Industrial Equipment / Machinery
5947,Goodricke Group,4.2,(87 Reviews),Public,"Kolkata,West Bengal + 19 more",45 years old,201-500 Employees (India),Food Processing
5948,Axis Clinicals,4.2,(87 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",18 years old,201-500 Employees (India),Clinical Research / Contract Research
5949,Danblock Brakes,4,(87 Reviews),Private,Hestehaven + 4 more,286 years old,51-200 Employees (India),Automobile
5950,Himedia Laborato...,3.7,(87 Reviews),Private,Mumbai + 9 more,49 years old,201-500 Employees (India),Biotech & Life sciences
5951,SPRAY ENGINEERIN...,4.4,(87 Reviews),LLP,"Mohali,Punjab + 3 more",30 years old,201-500 Employees (India),Chemicals / Agri Inputs
5952,Setco Automotive,4,(87 Reviews),Public,"Mumbai,Maharashtra + 10 more",40 years old,501-1k Employees (India),Automobile
5953,Savita Oil Techn...,4.3,(87 Reviews),Public,"Mumbai,Maharashtra + 14 more",61 years old,1k-5k Employees (India),Oil / Gas / Petro Chemicals
5954,Ivangel Sales & ...,3.8,(87 Reviews),Private,Kolkata + 19 more,23 years old,,BPO / Call Centre
5955,EMDAD LLC,4.6,(87 Reviews),Private,Abu Dhabi + 8 more,43 years old,1-10 Employees (India),Oil & Gas
5956,Sarda Energy & M...,4.5,(87 Reviews),Public,"Raipur,Chhattisgarh + 3 more",49 years old,1k-5k Employees (India),Metals & Mining
5957,Evertogen Life S...,3.5,(87 Reviews),Private,Hyderabad + 2 more,9 years old,51-200 Employees (India),Manufacturing
5958,Entertainment Ne...,3.6,(87 Reviews),Public,"Mumbai,Maharashtra + 26 more",23 years old,1k-5k Employees (India),Film / Music / Entertainment
5959,Jms Mining Servi...,4.1,(87 Reviews),Private,Kolkata + 11 more,20 years old,201-500 Employees (India),Metals & Mining
5960,Eaton Industrial...,4.5,(87 Reviews),Private,Pune + 6 more,23 years old,51-200 Employees (India),Industrial Equipment / Machinery
5961,KerryIndev Logis...,3.9,(87 Reviews),Private,"Chennai,Tamil Nadu + 15 more",38 years old,201-500 Employees (India),Courier / Logistics
5962,Fouress Engineer...,3.4,(87 Reviews),Private,"Mumbai,Maharashtra + 5 more",60 years old,501-1k Employees (India),Iron & Steel
5963,Constantia Flexi...,4,(87 Reviews),Private,Vienna + 7 more,110 years old,501-1k Employees (India),Manufacturing
5964,Oliva Skin and H...,4.3,(87 Reviews),Private,"Hyderabad,Telangana + 7 more",13 years old,201-500 Employees (India),Beauty & Personal Care
5965,Brunel,4.4,(87 Reviews),Private,"Amsterdam,North Holland + 10 more",47 years old,51-200 Employees (India),Management Consulting
5966,Tata Boeing Aero...,3.9,(87 Reviews),Private,Chicago + 2 more,7 years old,1k-5k Employees (India),Airlines / Aviation / Aerospace
5967,Shankaranarayana...,4.2,(87 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",16 years old,1k-5k Employees (India),Engineering & Construction
5968,PearVisa Immigra...,4.9,(87 Reviews),Public,"New Delhi,Delhi + 6 more",12 years old,51-200 Employees (India),Recruitment / Staffing
5969,PearVisa Immigra...,4.9,(87 Reviews),Public,"New Delhi,Delhi + 6 more",12 years old,51-200 Employees (India),Recruitment / Staffing
5970,Vyapar,4.5,(87 Reviews),Private,"Bangalore,Karnataka + 2 more",7 years old,201-500 Employees (India),FinTech / Payments
5971,Hipower Support ...,3.3,(87 Reviews),Private,Bengaluru,8 years old,1k-5k Employees (Global),Power
5972,CityMall,3.8,(87 Reviews),Private,"Gurgaon,Haryana + 13 more",3 years old,51-200 Employees (India),Internet
5973,AXA,4,(1.8k Reviews),Private,Paris + 13 more,206 years old,10k-50k Employees (India),Insurance
5974,Ministry of Home...,4.6,(98 Reviews),Private,New Delhi + 11 more,75 years old,51-200 Employees (India),Federal Agencies
5975,Cedcoss Technolo...,4,(90 Reviews),Private,"Lucknow,Uttar Pradesh",12 years old,501-1k Employees (India),IT Services & Consulting
5976,Incture Technolo...,3,(86 Reviews),Private,Banglore,16 years old,501-1k Employees (India),Hardware & Networking
5977,CRMnext,4.1,(86 Reviews),Private,"Noida,Uttar Pradesh + 2 more",21 years old,1k-5k Employees (India),Financial Services
5978,Ardex Endura,4,(86 Reviews),Private,Bengaluru + 28 more,73 years old,201-500 Employees (India),Chemicals / Agri Inputs
5979,Sphinx Worldbiz,3.2,(86 Reviews),Private,Frankfurt Am Main + 4 more,26 years old,201-500 Employees (India),IT Services & Consulting
5980,REI Systems,4.5,(86 Reviews),Private,Sterling,33 years old,51-200 Employees (India),IT Services & Consulting
5981,Convergent Commu...,4,(86 Reviews),Private,Bengaluru + 17 more,21 years old,51-200 Employees (India),Telecom / ISP
5982,Lauren Informati...,3.9,(86 Reviews),Private,"Mumbai,Maharashtra + 7 more",30 years old,201-500 Employees (India),Financial Services
5983,Micromatic Grind...,4.5,(86 Reviews),Private,Ghaziabad + 4 more,49 years old,501-1k Employees (India),Industrial Equipment / Machinery
5984,Nkgsb CO-OP Bank,4.2,(86 Reviews),Public,"Mumbai,Maharashtra + 15 more",105 years old,1k-5k Employees (India),Financial Services
5985,J. M. Mhatre Inf...,4.2,(86 Reviews),Private,Navi Mumbai + 11 more,37 years old,51-200 Employees (India),Engineering & Construction
